year,month,creek,branch,species,count,type,count_percent,shannon,total_count,treatment,date
2003,8,Clubhead,Right,psammoryctides_sp,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,cernosvitoviella_immota,139,macro,0.5205992509363296,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,orchestia_grillus,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,littorophiloscia_vittata,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,erichsonella_attenuata,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,edotea_triloba,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,hargeria_rapax,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,cyathura_polita,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,geukensia_demissa,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,melampus_b,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,nematostella_vectensis,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Clubhead,Right,oxyurostylis_smithi,0,macro,0,1.5638002886683815,267,fertilized,2003-08-01
2003,8,Nelson,Left,fabricia_sabella,87,macro,0.05958904109589041,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,manayunkia_aestuarina,489,macro,0.33493150684931505,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,eteone_heteropoda,6,macro,0.00410958904109589,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,captiella_capitata,14,macro,0.009589041095890411,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,nereis_diversicolor,9,macro,0.0061643835616438354,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,streblospio_benedicti,221,macro,0.15136986301369862,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,polydora_cornuta,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,pygospio_elegans,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,marenzelleria_viridis,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,hobsonia_florida,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,orbiniidae,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,paranais_litoralis,7,macro,0.004794520547945206,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,tubificoides_benedeni,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,tubificoides_wasselli,136,macro,0.09315068493150686,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,tubificoides_brownae,72,macro,0.049315068493150684,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,monopylephorus_sp,12,macro,0.00821917808219178,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,psammoryctides_sp,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,cernosvitoviella_immota,397,macro,0.2719178082191781,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,orchestia_grillus,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,littorophiloscia_vittata,4,macro,0.0027397260273972603,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,erichsonella_attenuata,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,edotea_triloba,4,macro,0.0027397260273972603,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,hargeria_rapax,2,macro,0.0013698630136986301,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,cyathura_polita,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,geukensia_demissa,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,melampus_b,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,nematostella_vectensis,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Left,oxyurostylis_smithi,0,macro,0,1.7487627901197873,1460,control,2003-08-01
2003,8,Nelson,Right,fabricia_sabella,140,macro,0.0687960687960688,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,manayunkia_aestuarina,740,macro,0.36363636363636365,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,eteone_heteropoda,3,macro,0.0014742014742014742,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,captiella_capitata,16,macro,0.007862407862407862,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,nereis_diversicolor,5,macro,0.002457002457002457,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,streblospio_benedicti,304,macro,0.1493857493857494,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,polydora_cornuta,2,macro,9.828009828009828e-4,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,pygospio_elegans,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,marenzelleria_viridis,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,hobsonia_florida,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,orbiniidae,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,paranais_litoralis,32,macro,0.015724815724815724,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,tubificoides_benedeni,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,tubificoides_wasselli,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,tubificoides_brownae,102,macro,0.05012285012285012,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,monopylephorus_sp,19,macro,0.009336609336609337,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,psammoryctides_sp,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,cernosvitoviella_immota,664,macro,0.3262899262899263,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,orchestia_grillus,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,littorophiloscia_vittata,4,macro,0.0019656019656019656,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,erichsonella_attenuata,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,edotea_triloba,3,macro,0.0014742014742014742,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,hargeria_rapax,1,macro,4.914004914004914e-4,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,cyathura_polita,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,geukensia_demissa,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,melampus_b,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,nematostella_vectensis,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Nelson,Right,oxyurostylis_smithi,0,macro,0,1.5552959546156684,2035,control,2003-08-01
2003,8,Sweeney,Left,fabricia_sabella,24,macro,0.03889789303079417,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,manayunkia_aestuarina,246,macro,0.3987034035656402,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,eteone_heteropoda,1,macro,0.0016207455429497568,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,captiella_capitata,2,macro,0.0032414910858995136,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,nereis_diversicolor,68,macro,0.11021069692058347,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,streblospio_benedicti,20,macro,0.03241491085899514,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,polydora_cornuta,3,macro,0.004862236628849271,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,pygospio_elegans,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,marenzelleria_viridis,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,hobsonia_florida,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,orbiniidae,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,paranais_litoralis,49,macro,0.07941653160453808,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,tubificoides_benedeni,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,tubificoides_wasselli,1,macro,0.0016207455429497568,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,tubificoides_brownae,22,macro,0.03565640194489465,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,monopylephorus_sp,2,macro,0.0032414910858995136,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,psammoryctides_sp,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,cernosvitoviella_immota,159,macro,0.2576985413290113,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,orchestia_grillus,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,littorophiloscia_vittata,19,macro,0.03079416531604538,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,erichsonella_attenuata,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,edotea_triloba,1,macro,0.0016207455429497568,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,hargeria_rapax,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,cyathura_polita,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,geukensia_demissa,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,melampus_b,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,nematostella_vectensis,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Left,oxyurostylis_smithi,0,macro,0,1.7180672700682824,617,fertilized,2003-08-01
2003,8,Sweeney,Right,fabricia_sabella,32,macro,0.03975155279503106,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,manayunkia_aestuarina,202,macro,0.25093167701863356,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,eteone_heteropoda,1,macro,0.0012422360248447205,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,captiella_capitata,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,nereis_diversicolor,26,macro,0.03229813664596273,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,streblospio_benedicti,80,macro,0.09937888198757763,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,polydora_cornuta,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,pygospio_elegans,1,macro,0.0012422360248447205,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,marenzelleria_viridis,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,hobsonia_florida,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,orbiniidae,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,paranais_litoralis,32,macro,0.03975155279503106,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,tubificoides_benedeni,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,tubificoides_wasselli,18,macro,0.02236024844720497,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,tubificoides_brownae,5,macro,0.006211180124223602,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,monopylephorus_sp,5,macro,0.006211180124223602,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,psammoryctides_sp,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,cernosvitoviella_immota,387,macro,0.48074534161490684,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,orchestia_grillus,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,littorophiloscia_vittata,12,macro,0.014906832298136646,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,erichsonella_attenuata,1,macro,0.0012422360248447205,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,edotea_triloba,3,macro,0.0037267080745341614,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,hargeria_rapax,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,cyathura_polita,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,geukensia_demissa,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,melampus_b,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,nematostella_vectensis,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,Sweeney,Right,oxyurostylis_smithi,0,macro,0,1.552337982947566,805,fertilized,2003-08-01
2003,8,West,Left,fabricia_sabella,72,macro,0.0997229916897507,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,manayunkia_aestuarina,263,macro,0.36426592797783935,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,eteone_heteropoda,2,macro,0.002770083102493075,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,captiella_capitata,1,macro,0.0013850415512465374,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,nereis_diversicolor,7,macro,0.009695290858725761,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,streblospio_benedicti,20,macro,0.027700831024930747,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,polydora_cornuta,12,macro,0.01662049861495845,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,pygospio_elegans,4,macro,0.00554016620498615,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,marenzelleria_viridis,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,hobsonia_florida,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,orbiniidae,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,paranais_litoralis,15,macro,0.02077562326869806,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,tubificoides_benedeni,1,macro,0.0013850415512465374,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,tubificoides_wasselli,4,macro,0.00554016620498615,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,tubificoides_brownae,32,macro,0.0443213296398892,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,monopylephorus_sp,2,macro,0.002770083102493075,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,psammoryctides_sp,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,cernosvitoviella_immota,281,macro,0.389196675900277,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,orchestia_grillus,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,littorophiloscia_vittata,5,macro,0.006925207756232687,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,erichsonella_attenuata,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,edotea_triloba,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,hargeria_rapax,1,macro,0.0013850415512465374,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,cyathura_polita,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,geukensia_demissa,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,melampus_b,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,nematostella_vectensis,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Left,oxyurostylis_smithi,0,macro,0,1.548003719909298,722,control,2003-08-01
2003,8,West,Right,fabricia_sabella,160,macro,0.14388489208633093,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,manayunkia_aestuarina,327,macro,0.29406474820143885,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,eteone_heteropoda,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,captiella_capitata,4,macro,0.0035971223021582736,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,nereis_diversicolor,7,macro,0.006294964028776978,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,streblospio_benedicti,83,macro,0.07464028776978417,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,polydora_cornuta,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,pygospio_elegans,2,macro,0.0017985611510791368,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,marenzelleria_viridis,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,hobsonia_florida,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,orbiniidae,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,paranais_litoralis,7,macro,0.006294964028776978,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,tubificoides_benedeni,4,macro,0.0035971223021582736,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,tubificoides_wasselli,62,macro,0.05575539568345324,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,tubificoides_brownae,59,macro,0.053057553956834536,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,monopylephorus_sp,31,macro,0.02787769784172662,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,psammoryctides_sp,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,cernosvitoviella_immota,352,macro,0.31654676258992803,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,orchestia_grillus,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,littorophiloscia_vittata,7,macro,0.006294964028776978,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,erichsonella_attenuata,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,edotea_triloba,2,macro,0.0017985611510791368,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,hargeria_rapax,5,macro,0.0044964028776978415,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,cyathura_polita,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,geukensia_demissa,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,melampus_b,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,nematostella_vectensis,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,8,West,Right,oxyurostylis_smithi,0,macro,0,1.796476966461368,1112,control,2003-08-01
2003,7,Clubhead,Left,fabricia_sabella,62,macro,0.11355311355311355,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,manayunkia_aestuarina,89,macro,0.163003663003663,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,eteone_heteropoda,6,macro,0.01098901098901099,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,captiella_capitata,4,macro,0.007326007326007326,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,nereis_diversicolor,9,macro,0.016483516483516484,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,streblospio_benedicti,101,macro,0.184981684981685,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,polydora_cornuta,1,macro,0.0018315018315018315,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,pygospio_elegans,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,marenzelleria_viridis,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,hobsonia_florida,1,macro,0.0018315018315018315,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,orbiniidae,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,paranais_litoralis,44,macro,0.08058608058608059,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,tubificoides_benedeni,1,macro,0.0018315018315018315,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,tubificoides_wasselli,54,macro,0.0989010989010989,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,tubificoides_brownae,5,macro,0.009157509157509158,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,monopylephorus_sp,21,macro,0.038461538461538464,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,psammoryctides_sp,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,cernosvitoviella_immota,144,macro,0.26373626373626374,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,orchestia_grillus,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,littorophiloscia_vittata,1,macro,0.0018315018315018315,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,erichsonella_attenuata,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,edotea_triloba,3,macro,0.005494505494505495,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,hargeria_rapax,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,cyathura_polita,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,geukensia_demissa,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,melampus_b,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,nematostella_vectensis,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Left,oxyurostylis_smithi,0,macro,0,2.0344697237266223,546,fertilized,2003-07-01
2003,7,Clubhead,Right,fabricia_sabella,16,macro,0.02197802197802198,1.6448622049993782,728,fertilized,2003-07-01
